Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-28,202,2,2,962,2830,2995
astro,2016-08-28,208,2,2,1056,3195,3335
astro,2016-08-28,210,1,1,697,Call,Call
astro,2016-08-28,225,1,1,649,2125,2265
astro,2016-08-28,229,1,1,718,2486,2551
astro,2016-08-28,304,1,1,627,1845,2075
astro,2016-08-28,329,1,1,718,2491,2556
astro,2016-08-28,331,1,1,596,1797,1937
astro,2016-08-28,415,1,1,596,1772,1897
astro,2016-08-28,429,1,1,718,2546,2611
astro,2016-08-28,432,1,1,697,2360,2500
astro,2016-08-28,435,2,2,1056,3061,3226
astro,2016-08-28,505,1,1,627,1995,2110
astro,2016-08-28,508,2,2,1056,3066,3231
astro,2016-08-28,538,0,1,535,1755,1855
astro,2016-08-28,540,2,2,1000,2872,2957
astro,2016-08-28,640,2,2,971,2829,2994
astro,2016-08-28,641,2,2,962,2900,3065
