Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-10,208,2,2,1056,2686,3631
astro,2016-12-10,235,2,2,1056,2686,3631
astro,2016-12-10,241,2,2,962,2490,3435
astro,2016-12-10,327,1,1,596,1710,2885
astro,2016-12-10,335,2,2,1056,2691,3636
astro,2016-12-10,418,1,1,761,2110,3170
astro,2016-12-10,427,1,1,596,1885,3280
astro,2016-12-10,428,0,1,464,1660,2280
astro,2016-12-10,519,1,1,784,2330,3390
astro,2016-12-10,604,1,1,627,Call,Call
astro,2016-12-10,627,1,1,596,1895,2950
astro,2016-12-10,636,1,1,683,1800,2975
