Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-24,208,2,2,1056,2925,3270
astro,2016-10-24,210,1,1,697,2025,2080
astro,2016-10-24,224,1,1,697,2075,2130
astro,2016-10-24,238,0,1,535,1780,2175
astro,2016-10-24,241,2,2,962,2585,2930
astro,2016-10-24,302,2,2,962,2550,2805
astro,2016-10-24,327,1,1,596,1587,2037
astro,2016-10-24,335,2,2,1056,2786,3131
astro,2016-10-24,430,0,1,464,1605,1755
astro,2016-10-24,432,1,1,697,2135,2190
astro,2016-10-24,519,1,1,784,2340,2785
astro,2016-10-24,525,1,1,649,1955,2430
astro,2016-10-24,608,2,2,1056,2806,3151
astro,2016-10-24,633,1,1,679,2061,2536
