Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-01,202,2,2,962,2895,2990
astro,2016-09-01,208,2,2,1056,3260,3415
astro,2016-09-01,210,1,1,697,2205,2385
astro,2016-09-01,225,1,1,649,2125,2405
astro,2016-09-01,229,1,1,718,2486,2556
astro,2016-09-01,302,2,2,962,2900,2995
astro,2016-09-01,304,1,1,627,1845,2215
astro,2016-09-01,329,1,1,718,2491,2561
astro,2016-09-01,331,1,1,596,1797,2077
astro,2016-09-01,415,1,1,596,1762,1987
astro,2016-09-01,432,1,1,697,2360,2640
astro,2016-09-01,435,2,2,1056,3126,3221
astro,2016-09-01,505,1,1,627,1995,2100
astro,2016-09-01,508,2,2,1056,3131,3226
astro,2016-09-01,538,0,1,535,1855,1880
astro,2016-09-01,640,2,2,971,2894,2989
astro,2016-09-01,641,2,2,962,2965,3060
