Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-23,208,2,2,1056,2925,3270
astro,2016-10-23,210,1,1,697,2035,2080
astro,2016-10-23,224,1,1,697,2085,2130
astro,2016-10-23,238,0,1,535,1780,2175
astro,2016-10-23,241,2,2,962,2585,2930
astro,2016-10-23,302,2,2,962,2555,2810
astro,2016-10-23,327,1,1,596,1587,1857
astro,2016-10-23,335,2,2,1056,2786,3131
astro,2016-10-23,430,0,1,464,1610,1755
astro,2016-10-23,432,1,1,697,2145,2190
astro,2016-10-23,519,1,1,784,2340,2600
astro,2016-10-23,525,1,1,649,1955,2245
astro,2016-10-23,608,2,2,1056,2806,3156
astro,2016-10-23,633,1,1,679,2061,2351
