Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-09,208,2,2,1056,3365,3485
astro,2016-08-09,215,1,1,596,1902,1977
astro,2016-08-09,229,1,1,718,2561,2911
astro,2016-08-09,231,1,1,596,1852,1927
astro,2016-08-09,304,1,1,627,1960,2050
astro,2016-08-09,306,0,1,535,1770,1810
astro,2016-08-09,317,1,1,649,2140,2215
astro,2016-08-09,324,1,1,697,2290,2365
astro,2016-08-09,329,1,1,718,2606,2696
astro,2016-08-09,406,0,1,535,1865,1925
astro,2016-08-09,429,1,1,718,2621,2696
astro,2016-08-09,431,1,1,596,1887,2227
astro,2016-08-09,432,1,1,697,2435,2735
astro,2016-08-09,508,2,2,1056,3236,3421
astro,2016-08-09,538,0,1,535,1795,1855
astro,2016-08-09,624,1,1,697,2355,2430
