Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-21,208,2,2,1056,2906,3731
astro,2016-12-21,232,1,1,697,2200,3020
astro,2016-12-21,235,2,2,1056,2906,3971
astro,2016-12-21,237,1,1,692,1655,2055
astro,2016-12-21,241,2,2,962,2710,3535
astro,2016-12-21,327,1,1,596,1830,2690
astro,2016-12-21,338,0,1,535,1840,2790
astro,2016-12-21,418,1,1,761,2110,2975
astro,2016-12-21,427,1,1,596,1885,2750
astro,2016-12-21,428,0,1,464,1655,2320
astro,2016-12-21,519,1,1,784,2330,3195
astro,2016-12-21,604,1,1,627,1845,2710
astro,2016-12-21,627,1,1,596,1895,2760
