Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-12,202,2,2,962,2895,2980
astro,2016-09-12,208,2,2,1056,3260,3425
astro,2016-09-12,210,1,1,697,2215,2620
astro,2016-09-12,213,1,1,596,1882,2287
astro,2016-09-12,224,1,1,697,2225,2670
astro,2016-09-12,225,1,1,649,2055,2400
astro,2016-09-12,229,1,1,718,2486,2581
astro,2016-09-12,302,2,2,962,2900,2985
astro,2016-09-12,304,1,1,627,1845,1940
astro,2016-09-12,329,1,1,718,2491,2586
astro,2016-09-12,415,1,1,596,1782,2227
astro,2016-09-12,426,0,1,464,1655,1945
astro,2016-09-12,432,1,1,697,2290,2635
astro,2016-09-12,435,2,2,1056,3126,3211
astro,2016-09-12,505,1,1,627,1925,2000
astro,2016-09-12,508,2,2,1056,3131,3216
astro,2016-09-12,538,0,1,535,1825,1965
astro,2016-09-12,640,2,2,971,2894,2979
astro,2016-09-12,641,2,2,962,2965,3050
