Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-11,202,2,2,962,2895,3000
astro,2016-09-11,208,2,2,1056,3260,3420
astro,2016-09-11,210,1,1,697,2220,2625
astro,2016-09-11,213,1,1,596,1887,2292
astro,2016-09-11,224,1,1,697,Call,Call
astro,2016-09-11,225,1,1,649,2100,2400
astro,2016-09-11,229,1,1,718,2486,2581
astro,2016-09-11,302,2,2,962,2900,3005
astro,2016-09-11,304,1,1,627,1845,1940
astro,2016-09-11,329,1,1,718,2491,2586
astro,2016-09-11,415,1,1,596,1822,2227
astro,2016-09-11,426,0,1,464,1660,1945
astro,2016-09-11,432,1,1,697,2335,2635
astro,2016-09-11,435,2,2,1056,3126,3231
astro,2016-09-11,505,1,1,627,1970,2030
astro,2016-09-11,508,2,2,1056,3131,3236
astro,2016-09-11,538,0,1,535,1825,1965
astro,2016-09-11,640,2,2,971,2894,2999
astro,2016-09-11,641,2,2,962,2965,3070
