Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-09,208,2,2,1056,2796,3146
astro,2016-11-09,217,1,1,649,Call,Call
astro,2016-11-09,224,1,1,697,2035,2305
astro,2016-11-09,238,0,1,535,1735,1810
astro,2016-11-09,241,2,2,962,2600,2950
astro,2016-11-09,302,2,2,962,2580,2930
astro,2016-11-09,307,1,1,651,1822,2097
astro,2016-11-09,327,1,1,596,1785,2055
astro,2016-11-09,335,2,2,1056,2801,3151
astro,2016-11-09,401,1,1,604,1844,2129
astro,2016-11-09,407,1,1,651,1952,2257
astro,2016-11-09,430,0,1,464,1555,1630
astro,2016-11-09,432,1,1,697,2095,2365
astro,2016-11-09,519,1,1,784,2330,2625
astro,2016-11-09,524,1,1,697,2190,2475
astro,2016-11-09,534,1,1,761,2065,2360
astro,2016-11-09,608,2,2,1056,2831,3191
astro,2016-11-09,636,1,1,683,1875,2145
