Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-14,202,2,2,962,2475,2490
astro,2016-10-14,204,1,1,627,1690,2025
astro,2016-10-14,208,2,2,1056,2855,3190
astro,2016-10-14,210,1,1,697,2005,2340
astro,2016-10-14,222,1,1,656,1865,2200
astro,2016-10-14,224,1,1,697,2055,2390
astro,2016-10-14,238,0,1,535,1790,2175
astro,2016-10-14,241,2,2,962,2515,2850
astro,2016-10-14,302,2,2,962,2480,2495
astro,2016-10-14,327,1,1,596,1552,1857
astro,2016-10-14,335,2,2,1056,2716,3121
astro,2016-10-14,430,0,1,464,1620,1755
astro,2016-10-14,432,1,1,697,2045,2365
astro,2016-10-14,641,2,2,962,2540,2560
