Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-14,202,2,2,962,3000,3190
astro,2016-08-14,208,2,2,1056,3365,3490
astro,2016-08-14,215,1,1,596,1822,1892
astro,2016-08-14,225,1,1,649,2115,2400
astro,2016-08-14,229,1,1,718,2481,2816
astro,2016-08-14,231,1,1,596,1772,1842
astro,2016-08-14,304,1,1,627,1840,2210
astro,2016-08-14,306,0,1,535,1780,1810
astro,2016-08-14,317,1,1,649,2060,2130
astro,2016-08-14,324,1,1,697,2210,2280
astro,2016-08-14,329,1,1,718,2486,2556
astro,2016-08-14,406,0,1,535,1875,1945
astro,2016-08-14,429,1,1,718,2541,2611
astro,2016-08-14,431,1,1,596,1757,2127
astro,2016-08-14,432,1,1,697,2350,2635
astro,2016-08-14,440,2,2,1000,2987,3177
astro,2016-08-14,508,2,2,1056,3236,3426
astro,2016-08-14,538,0,1,535,1805,1875
astro,2016-08-14,540,2,2,1000,3042,3232
astro,2016-08-14,624,1,1,697,2275,2345
astro,2016-08-14,641,2,2,962,3070,3260
