Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-29,208,2,2,1056,2881,3731
astro,2016-12-29,232,1,1,697,2175,3020
astro,2016-12-29,235,2,2,1056,2881,3731
astro,2016-12-29,237,1,1,692,1645,2055
astro,2016-12-29,241,2,2,962,2685,3535
astro,2016-12-29,327,1,1,596,1785,2690
astro,2016-12-29,338,0,1,535,1805,2780
astro,2016-12-29,418,1,1,761,2065,2970
astro,2016-12-29,427,1,1,596,1840,2750
astro,2016-12-29,428,0,1,464,1620,2315
astro,2016-12-29,519,1,1,784,2285,3190
astro,2016-12-29,604,1,1,627,1800,2710
astro,2016-12-29,627,1,1,596,1850,2755
