Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-12,208,2,2,1056,2781,3361
astro,2016-11-12,217,1,1,649,1920,2305
astro,2016-11-12,224,1,1,697,1980,2360
astro,2016-11-12,235,2,2,1056,2856,3471
astro,2016-11-12,238,0,1,535,1715,1790
astro,2016-11-12,241,2,2,962,2585,3165
astro,2016-11-12,302,2,2,962,2565,3145
astro,2016-11-12,307,1,1,651,1782,2172
astro,2016-11-12,327,1,1,596,1745,2130
astro,2016-11-12,335,2,2,1056,2786,3366
astro,2016-11-12,401,1,1,604,1779,2184
astro,2016-11-12,407,1,1,651,1912,2312
astro,2016-11-12,430,0,1,464,1535,1610
astro,2016-11-12,432,1,1,697,2040,2420
astro,2016-11-12,519,1,1,784,2290,2700
astro,2016-11-12,524,1,1,697,2125,2530
astro,2016-11-12,534,1,1,761,2025,2435
astro,2016-11-12,636,1,1,683,1835,2220
