Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-03,202,2,2,962,2895,3035
astro,2016-09-03,208,2,2,1056,3260,3415
astro,2016-09-03,210,1,1,697,2200,2460
astro,2016-09-03,213,1,1,596,Call,Call
astro,2016-09-03,225,1,1,649,2125,2405
astro,2016-09-03,229,1,1,718,2486,2551
astro,2016-09-03,302,2,2,962,2900,3040
astro,2016-09-03,304,1,1,627,1845,2215
astro,2016-09-03,329,1,1,718,2491,2556
astro,2016-09-03,331,1,1,596,1797,2077
astro,2016-09-03,415,1,1,596,1762,2062
astro,2016-09-03,432,1,1,697,2360,2640
astro,2016-09-03,435,2,2,1056,3126,3266
astro,2016-09-03,505,1,1,627,1995,2095
astro,2016-09-03,508,2,2,1056,3131,3271
astro,2016-09-03,538,0,1,535,1855,1880
astro,2016-09-03,640,2,2,971,2894,3034
astro,2016-09-03,641,2,2,962,2965,3105
