Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2017-01-03,208,2,2,1056,2861,3816
astro,2017-01-03,232,1,1,697,2190,3015
astro,2017-01-03,235,2,2,1056,2861,3816
astro,2017-01-03,237,1,1,692,1655,2055
astro,2017-01-03,241,2,2,962,2665,3620
astro,2017-01-03,338,0,1,535,1775,2830
astro,2017-01-03,418,1,1,761,2075,2970
astro,2017-01-03,427,1,1,596,1850,2745
astro,2017-01-03,428,0,1,464,1570,2360
astro,2017-01-03,433,1,1,679,2076,2901
astro,2017-01-03,519,1,1,784,2295,3190
astro,2017-01-03,604,1,1,627,1810,2705
astro,2017-01-03,627,1,1,596,1860,2755
