Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-17,208,2,2,1056,2751,3566
astro,2016-11-17,217,1,1,649,1910,3020
astro,2016-11-17,224,1,1,697,2000,2915
astro,2016-11-17,235,2,2,1056,2751,3566
astro,2016-11-17,238,0,1,535,1700,2130
astro,2016-11-17,241,2,2,962,2555,3370
astro,2016-11-17,307,1,1,651,1787,2862
astro,2016-11-17,325,1,1,649,2205,2690
astro,2016-11-17,327,1,1,596,1735,2845
astro,2016-11-17,335,2,2,1056,2756,3571
astro,2016-11-17,401,1,1,604,1699,2584
astro,2016-11-17,407,1,1,651,1832,2732
astro,2016-11-17,427,1,1,596,1845,3275
astro,2016-11-17,430,0,1,464,1520,1950
astro,2016-11-17,432,1,1,697,2060,2975
astro,2016-11-17,519,1,1,784,2290,3350
astro,2016-11-17,524,1,1,697,2015,2930
astro,2016-11-17,534,1,1,761,2025,3085
astro,2016-11-17,636,1,1,683,1825,2935
