Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-26,208,2,2,1056,2900,3360
astro,2016-10-26,210,1,1,697,1955,2080
astro,2016-10-26,224,1,1,697,2005,2130
astro,2016-10-26,238,0,1,535,1775,2170
astro,2016-10-26,302,2,2,962,2530,2985
astro,2016-10-26,327,1,1,596,1617,2132
astro,2016-10-26,335,2,2,1056,2761,3221
astro,2016-10-26,430,0,1,464,1605,1755
astro,2016-10-26,432,1,1,697,2065,2190
astro,2016-10-26,519,1,1,784,2340,2845
astro,2016-10-26,525,1,1,649,1935,2470
astro,2016-10-26,608,2,2,1056,2811,3276
astro,2016-10-26,633,1,1,679,2041,2576
