Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-22,208,2,2,1056,2926,3731
astro,2016-12-22,232,1,1,697,2195,3020
astro,2016-12-22,235,2,2,1056,2926,4021
astro,2016-12-22,237,1,1,692,1655,2055
astro,2016-12-22,241,2,2,962,2730,3535
astro,2016-12-22,327,1,1,596,1825,2690
astro,2016-12-22,338,0,1,535,1840,2790
astro,2016-12-22,418,1,1,761,2105,2975
astro,2016-12-22,427,1,1,596,1880,2750
astro,2016-12-22,428,0,1,464,1655,2320
astro,2016-12-22,519,1,1,784,2325,3195
astro,2016-12-22,604,1,1,627,1840,2710
astro,2016-12-22,627,1,1,596,1890,2760
