Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-09,202,2,2,962,2505,2680
astro,2016-10-09,208,2,2,1056,2855,3020
astro,2016-10-09,210,1,1,697,1995,2355
astro,2016-10-09,222,1,1,656,1805,1965
astro,2016-10-09,224,1,1,697,2045,2405
astro,2016-10-09,238,0,1,535,1765,1965
astro,2016-10-09,239,1,1,627,1675,2035
astro,2016-10-09,302,2,2,962,2510,2685
astro,2016-10-09,421,1,1,776,1707,2067
astro,2016-10-09,432,1,1,697,2055,2215
astro,2016-10-09,435,2,2,1056,2736,2911
astro,2016-10-09,641,2,2,962,2560,2700
