Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-25,202,2,2,962,2565,2685
astro,2016-09-25,208,2,2,1056,2930,3055
astro,2016-09-25,210,1,1,697,2015,2250
astro,2016-09-25,213,1,1,596,1667,1907
astro,2016-09-25,222,1,1,656,1875,2110
astro,2016-09-25,224,1,1,697,2065,2300
astro,2016-09-25,225,1,1,649,1860,1950
astro,2016-09-25,238,0,1,535,1665,1875
astro,2016-09-25,302,2,2,962,2570,2690
astro,2016-09-25,432,1,1,697,2095,2185
astro,2016-09-25,435,2,2,1056,2796,2826
astro,2016-09-25,538,0,1,535,1660,1735
astro,2016-09-25,641,2,2,962,2635,2755
