Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-10,202,2,2,962,2895,3005
astro,2016-09-10,208,2,2,1056,3260,3420
astro,2016-09-10,210,1,1,697,2205,2600
astro,2016-09-10,213,1,1,596,1872,2267
astro,2016-09-10,225,1,1,649,2115,2400
astro,2016-09-10,229,1,1,718,2486,2581
astro,2016-09-10,302,2,2,962,2900,3010
astro,2016-09-10,304,1,1,627,1845,1940
astro,2016-09-10,329,1,1,718,2491,2586
astro,2016-09-10,415,1,1,596,1822,2227
astro,2016-09-10,426,0,1,464,Call,Call
astro,2016-09-10,432,1,1,697,2350,2635
astro,2016-09-10,435,2,2,1056,3126,3236
astro,2016-09-10,505,1,1,627,1985,2050
astro,2016-09-10,508,2,2,1056,3131,3241
astro,2016-09-10,538,0,1,535,1825,1965
astro,2016-09-10,640,2,2,971,2894,3004
astro,2016-09-10,641,2,2,962,2965,3075
