Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2017-10-21,201,1,1,604,1968,1968
astro,2017-10-21,210,1,1,697,2188,2188
astro,2017-10-21,225,1,1,649,2120,2120
astro,2017-10-21,229,1,1,718,2536,2536
astro,2017-10-21,238,0,1,535,1715,1715
astro,2017-10-21,302,2,2,962,3095,3095
astro,2017-10-21,322,1,1,784,2390,2390
astro,2017-10-21,331,1,1,596,1900,1900
astro,2017-10-21,410,1,1,697,2198,2198
astro,2017-10-21,419,1,1,784,2470,2470
astro,2017-10-21,424,1,1,697,2248,2248
astro,2017-10-21,435,2,2,1056,3291,3291
astro,2017-10-21,439,1,1,627,2100,2100
astro,2017-10-21,522,1,1,784,2400,2400
astro,2017-10-21,538,0,1,535,1775,1775
astro,2017-10-21,637,1,1,692,2200,2200
astro,2017-10-21,641,2,2,962,3160,3160
