Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-19,202,2,2,962,2610,2610
astro,2016-09-19,208,2,2,1056,2975,3115
astro,2016-09-19,210,1,1,697,2100,2420
astro,2016-09-19,213,1,1,596,1767,2087
astro,2016-09-19,222,1,1,656,1960,2280
astro,2016-09-19,224,1,1,697,2150,2470
astro,2016-09-19,225,1,1,649,1940,2215
astro,2016-09-19,229,1,1,718,2391,2481
astro,2016-09-19,302,2,2,962,2615,2615
astro,2016-09-19,304,1,1,627,1750,1840
astro,2016-09-19,415,1,1,596,1667,1942
astro,2016-09-19,432,1,1,697,2175,2450
astro,2016-09-19,435,2,2,1056,2841,2841
astro,2016-09-19,505,1,1,627,1810,1900
astro,2016-09-19,526,0,1,464,1505,1775
astro,2016-09-19,538,0,1,535,1670,1800
astro,2016-09-19,641,2,2,962,2680,2680
