Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-29,208,2,2,1056,2970,3440
astro,2016-10-29,210,1,1,697,1960,2100
astro,2016-10-29,224,1,1,697,2010,2150
astro,2016-10-29,238,0,1,535,1765,1980
astro,2016-10-29,241,2,2,962,2630,3100
astro,2016-10-29,302,2,2,962,2600,3070
astro,2016-10-29,327,1,1,596,1642,2162
astro,2016-10-29,335,2,2,1056,2831,3301
astro,2016-10-29,401,1,1,604,1839,2369
astro,2016-10-29,430,0,1,464,1615,1775
astro,2016-10-29,432,1,1,697,2070,2210
astro,2016-10-29,519,1,1,784,2360,2865
astro,2016-10-29,525,1,1,649,1935,2465
astro,2016-10-29,608,2,2,1056,2906,3391
astro,2016-10-29,633,1,1,679,2041,2571
