Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-13,202,2,2,962,2610,2670
astro,2016-09-13,208,2,2,1056,2975,3125
astro,2016-09-13,210,1,1,697,2120,2510
astro,2016-09-13,213,1,1,596,1787,2177
astro,2016-09-13,224,1,1,697,2170,2560
astro,2016-09-13,225,1,1,649,1950,2290
astro,2016-09-13,229,1,1,718,2401,2481
astro,2016-09-13,302,2,2,962,2615,2675
astro,2016-09-13,304,1,1,627,1760,1840
astro,2016-09-13,415,1,1,596,1677,2112
astro,2016-09-13,426,0,1,464,1515,1770
astro,2016-09-13,432,1,1,697,2185,2525
astro,2016-09-13,435,2,2,1056,2841,2901
astro,2016-09-13,505,1,1,627,1820,1900
astro,2016-09-13,508,2,2,1056,2846,2906
astro,2016-09-13,538,0,1,535,1685,1805
astro,2016-09-13,640,2,2,971,2609,2669
astro,2016-09-13,641,2,2,962,2680,2740
