Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-15,208,2,2,1056,2781,2786
astro,2016-11-15,217,1,1,649,1910,1925
astro,2016-11-15,224,1,1,697,2000,2030
astro,2016-11-15,235,2,2,1056,2781,2856
astro,2016-11-15,238,0,1,535,1760,1790
astro,2016-11-15,241,2,2,962,2585,2590
astro,2016-11-15,307,1,1,651,1782,1797
astro,2016-11-15,327,1,1,596,1735,1750
astro,2016-11-15,335,2,2,1056,2786,2791
astro,2016-11-15,401,1,1,604,1709,1734
astro,2016-11-15,407,1,1,651,1832,1847
astro,2016-11-15,427,1,1,596,1840,1855
astro,2016-11-15,430,0,1,464,1580,1610
astro,2016-11-15,432,1,1,697,2060,2090
astro,2016-11-15,519,1,1,784,2285,2300
astro,2016-11-15,524,1,1,697,2055,2080
astro,2016-11-15,534,1,1,761,2020,2035
astro,2016-11-15,636,1,1,683,1825,1840
