Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-23,208,2,2,1056,2751,3566
astro,2016-11-23,217,1,1,649,1860,2970
astro,2016-11-23,224,1,1,697,1985,2915
astro,2016-11-23,235,2,2,1056,2751,3566
astro,2016-11-23,238,0,1,535,1720,2365
astro,2016-11-23,241,2,2,962,2555,3370
astro,2016-11-23,307,1,1,651,1732,2812
astro,2016-11-23,325,1,1,649,1820,2900
astro,2016-11-23,327,1,1,596,1685,2795
astro,2016-11-23,335,2,2,1056,2756,3571
astro,2016-11-23,401,1,1,604,1654,2584
astro,2016-11-23,407,1,1,651,1782,2732
astro,2016-11-23,427,1,1,596,1815,2850
astro,2016-11-23,428,0,1,464,1560,2210
astro,2016-11-23,432,1,1,697,2045,2975
astro,2016-11-23,519,1,1,784,2260,3350
astro,2016-11-23,534,1,1,761,1995,3085
astro,2016-11-23,627,1,1,596,1825,2860
astro,2016-11-23,636,1,1,683,1775,2885
