Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-31,202,2,2,962,2895,3045
astro,2016-08-31,208,2,2,1056,3260,3410
astro,2016-08-31,210,1,1,697,2200,2365
astro,2016-08-31,225,1,1,649,2090,2320
astro,2016-08-31,229,1,1,718,2486,2551
astro,2016-08-31,302,2,2,962,Call,Call
astro,2016-08-31,304,1,1,627,1845,2130
astro,2016-08-31,329,1,1,718,2491,2556
astro,2016-08-31,331,1,1,596,1762,1992
astro,2016-08-31,415,1,1,596,1762,1967
astro,2016-08-31,432,1,1,697,2325,2555
astro,2016-08-31,435,2,2,1056,3126,3276
astro,2016-08-31,505,1,1,627,1960,2070
astro,2016-08-31,508,2,2,1056,3131,3281
astro,2016-08-31,538,0,1,535,1860,1890
astro,2016-08-31,640,2,2,971,2894,3044
astro,2016-08-31,641,2,2,962,2965,3115
