Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-21,208,2,2,1056,2935,3280
astro,2016-10-21,210,1,1,697,2065,2200
astro,2016-10-21,224,1,1,697,2115,2250
astro,2016-10-21,238,0,1,535,1795,2175
astro,2016-10-21,241,2,2,962,2595,2940
astro,2016-10-21,302,2,2,962,2565,2820
astro,2016-10-21,327,1,1,596,1612,1857
astro,2016-10-21,335,2,2,1056,2796,3141
astro,2016-10-21,430,0,1,464,1625,1755
astro,2016-10-21,432,1,1,697,2175,2310
astro,2016-10-21,525,1,1,649,Call,Call
astro,2016-10-21,608,2,2,1056,2811,3156
astro,2016-10-21,633,1,1,679,2036,2321
