Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-18,202,2,2,962,2610,2610
astro,2016-09-18,208,2,2,1056,2975,3115
astro,2016-09-18,210,1,1,697,2105,2465
astro,2016-09-18,213,1,1,596,1772,2132
astro,2016-09-18,222,1,1,656,1965,2325
astro,2016-09-18,224,1,1,697,2155,2515
astro,2016-09-18,225,1,1,649,1940,2255
astro,2016-09-18,229,1,1,718,2391,2481
astro,2016-09-18,302,2,2,962,2615,2615
astro,2016-09-18,304,1,1,627,1750,1840
astro,2016-09-18,415,1,1,596,1667,1982
astro,2016-09-18,426,0,1,464,1500,1800
astro,2016-09-18,432,1,1,697,2175,2490
astro,2016-09-18,435,2,2,1056,2841,2841
astro,2016-09-18,505,1,1,627,1810,1900
astro,2016-09-18,508,2,2,1056,2846,2846
astro,2016-09-18,538,0,1,535,1685,1800
astro,2016-09-18,641,2,2,962,2680,2680
