Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-08,208,2,2,1056,2796,3146
astro,2016-11-08,224,1,1,697,2045,2315
astro,2016-11-08,238,0,1,535,1735,1810
astro,2016-11-08,241,2,2,962,2600,2950
astro,2016-11-08,302,2,2,962,2580,2930
astro,2016-11-08,307,1,1,651,1827,2102
astro,2016-11-08,327,1,1,596,1790,2060
astro,2016-11-08,335,2,2,1056,2801,3151
astro,2016-11-08,401,1,1,604,1824,2139
astro,2016-11-08,407,1,1,651,1952,2267
astro,2016-11-08,430,0,1,464,1555,1630
astro,2016-11-08,432,1,1,697,2105,2375
astro,2016-11-08,519,1,1,784,2335,2630
astro,2016-11-08,524,1,1,697,2195,2485
astro,2016-11-08,534,1,1,761,2070,2365
astro,2016-11-08,608,2,2,1056,2841,3196
astro,2016-11-08,636,1,1,683,1880,2150
