Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-05,202,2,2,962,2895,3030
astro,2016-09-05,208,2,2,1056,3260,3415
astro,2016-09-05,210,1,1,697,2205,2495
astro,2016-09-05,213,1,1,596,1872,2162
astro,2016-09-05,225,1,1,649,2105,2400
astro,2016-09-05,229,1,1,718,2486,2551
astro,2016-09-05,302,2,2,962,2900,3035
astro,2016-09-05,304,1,1,627,1845,1940
astro,2016-09-05,329,1,1,718,2491,2556
astro,2016-09-05,415,1,1,596,1762,2097
astro,2016-09-05,432,1,1,697,2340,2635
astro,2016-09-05,435,2,2,1056,3126,3261
astro,2016-09-05,505,1,1,627,1975,2065
astro,2016-09-05,508,2,2,1056,3131,3266
astro,2016-09-05,538,0,1,535,1855,1880
astro,2016-09-05,640,2,2,971,2894,3029
astro,2016-09-05,641,2,2,962,2965,3100
