Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-09,208,2,2,1056,Call for Details,Call for Details
astro,2016-12-09,217,1,1,649,Call for Details,Call for Details
astro,2016-12-09,235,2,2,1056,Call for Details,Call for Details
astro,2016-12-09,241,2,2,962,Call for Details,Call for Details
astro,2016-12-09,327,1,1,596,Call for Details,Call for Details
astro,2016-12-09,335,2,2,1056,Call for Details,Call for Details
astro,2016-12-09,418,1,1,761,Call for Details,Call for Details
astro,2016-12-09,427,1,1,596,Call for Details,Call for Details
astro,2016-12-09,428,0,1,464,Call for Details,Call for Details
astro,2016-12-09,519,1,1,784,Call for Details,Call for Details
astro,2016-12-09,627,1,1,596,Call for Details,Call for Details
astro,2016-12-09,636,1,1,683,Call for Details,Call for Details
