Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-18,202,2,2,962,2830,3010
astro,2016-08-18,208,2,2,1056,3195,3325
astro,2016-08-18,215,1,1,596,1827,1892
astro,2016-08-18,225,1,1,649,2110,2330
astro,2016-08-18,229,1,1,718,2486,2551
astro,2016-08-18,304,1,1,627,1845,2140
astro,2016-08-18,306,0,1,535,1770,1815
astro,2016-08-18,329,1,1,718,2491,2556
astro,2016-08-18,331,1,1,596,1782,2002
astro,2016-08-18,406,0,1,535,1850,1895
astro,2016-08-18,429,1,1,718,2546,2611
astro,2016-08-18,431,1,1,596,1762,2057
astro,2016-08-18,432,1,1,697,2345,2565
astro,2016-08-18,505,1,1,627,1980,2110
astro,2016-08-18,508,2,2,1056,3066,3246
astro,2016-08-18,538,0,1,535,1795,1865
astro,2016-08-18,540,2,2,1000,2872,3052
astro,2016-08-18,641,2,2,962,2900,3080
