Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-22,202,2,2,962,2565,2610
astro,2016-09-22,208,2,2,1056,2930,3065
astro,2016-09-22,210,1,1,697,2005,2245
astro,2016-09-22,213,1,1,596,1672,1912
astro,2016-09-22,222,1,1,656,1865,2105
astro,2016-09-22,224,1,1,697,2055,2295
astro,2016-09-22,225,1,1,649,1860,1950
astro,2016-09-22,229,1,1,718,2311,2401
astro,2016-09-22,238,0,1,535,Call,Call
astro,2016-09-22,302,2,2,962,2570,2615
astro,2016-09-22,304,1,1,627,1670,1760
astro,2016-09-22,415,1,1,596,1587,1677
astro,2016-09-22,432,1,1,697,2095,2185
astro,2016-09-22,435,2,2,1056,2796,2841
astro,2016-09-22,505,1,1,627,1730,1820
astro,2016-09-22,538,0,1,535,1675,1920
astro,2016-09-22,641,2,2,962,2635,2680
