Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-03,208,2,2,1056,3420,3605
astro,2016-08-03,215,1,1,596,1902,2252
astro,2016-08-03,229,1,1,718,2561,2911
astro,2016-08-03,231,1,1,596,1852,2202
astro,2016-08-03,306,0,1,535,1790,1860
astro,2016-08-03,317,1,1,649,2140,2210
astro,2016-08-03,324,1,1,697,2290,2360
astro,2016-08-03,329,1,1,718,2576,2676
astro,2016-08-03,406,0,1,535,1870,1940
astro,2016-08-03,415,1,1,596,1837,1957
astro,2016-08-03,416,0,1,464,1555,1625
astro,2016-08-03,429,1,1,718,2621,2971
astro,2016-08-03,431,1,1,596,1847,2212
astro,2016-08-03,432,1,1,697,2405,2720
astro,2016-08-03,507,1,1,651,2087,2157
astro,2016-08-03,508,2,2,1056,Call,Call
astro,2016-08-03,538,0,1,535,1800,1870
astro,2016-08-03,613,1,1,596,1857,1957
astro,2016-08-03,624,1,1,697,2355,2425
