Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2017-11-14,219,1,1,656,1695,1695
astro,2017-11-14,225,1,1,649,1775,1775
astro,2017-11-14,232,1,1,697,1725,1725
astro,2017-11-14,238,0,1,535,1575,1575
astro,2017-11-14,305,1,1,627,1650,1650
astro,2017-11-14,318,1,1,761,1850,1850
astro,2017-11-14,322,1,1,784,1825,1825
astro,2017-11-14,324,1,1,697,1850,1850
astro,2017-11-14,331,1,1,596,1715,1715
astro,2017-11-14,410,1,1,697,1775,1775
astro,2017-11-14,419,1,1,784,1850,1850
astro,2017-11-14,432,1,1,697,1775,1775
astro,2017-11-14,438,0,1,535,1600,1600
astro,2017-11-14,439,1,1,627,1750,1750
astro,2017-11-14,508,2,2,1056,2800,2800
astro,2017-11-14,527,1,1,596,1775,1775
astro,2017-11-14,612,0,1,464,1475,1475
astro,2017-11-14,625,1,1,649,1850,1850
astro,2017-11-14,641,2,2,962,2725,2725
