Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-29,208,2,2,1056,2736,3546
astro,2016-11-29,217,1,1,649,1815,2720
astro,2016-11-29,235,2,2,1056,2736,3546
astro,2016-11-29,238,0,1,535,1650,2090
astro,2016-11-29,241,2,2,962,2540,3350
astro,2016-11-29,306,0,1,535,1665,2330
astro,2016-11-29,307,1,1,651,1657,2787
astro,2016-11-29,325,1,1,649,1745,2875
astro,2016-11-29,327,1,1,596,1640,2545
astro,2016-11-29,335,2,2,1056,2741,3551
astro,2016-11-29,401,1,1,604,1609,2514
astro,2016-11-29,407,1,1,651,1737,2642
astro,2016-11-29,427,1,1,596,1785,2830
astro,2016-11-29,428,0,1,464,1515,2160
astro,2016-11-29,432,1,1,697,2000,2905
astro,2016-11-29,518,1,1,761,1875,3005
astro,2016-11-29,519,1,1,784,2230,3275
astro,2016-11-29,627,1,1,596,1795,2835
astro,2016-11-29,636,1,1,683,1730,2860
