Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2017-01-01,208,2,2,1056,2861,3731
astro,2017-01-01,232,1,1,697,2180,3015
astro,2017-01-01,235,2,2,1056,2861,3731
astro,2017-01-01,237,1,1,692,1645,2055
astro,2017-01-01,241,2,2,962,2665,3535
astro,2017-01-01,338,0,1,535,1790,2830
astro,2017-01-01,418,1,1,761,2060,2970
astro,2017-01-01,427,1,1,596,1835,2745
astro,2017-01-01,428,0,1,464,1600,2360
astro,2017-01-01,433,1,1,679,2066,2901
astro,2017-01-01,519,1,1,784,2280,3190
astro,2017-01-01,604,1,1,627,1795,2705
astro,2017-01-01,627,1,1,596,1840,2750
