Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-01,208,2,2,1056,3420,3600
astro,2016-08-01,215,1,1,596,1902,2247
astro,2016-08-01,229,1,1,718,2561,2906
astro,2016-08-01,231,1,1,596,1852,2197
astro,2016-08-01,306,0,1,535,1790,1860
astro,2016-08-01,317,1,1,649,2140,2210
astro,2016-08-01,324,1,1,697,2290,2360
astro,2016-08-01,329,1,1,718,2601,2706
astro,2016-08-01,406,0,1,535,1870,1940
astro,2016-08-01,415,1,1,596,1837,1962
astro,2016-08-01,416,0,1,464,Call,Call
astro,2016-08-01,429,1,1,718,2621,2966
astro,2016-08-01,431,1,1,596,1877,2227
astro,2016-08-01,432,1,1,697,2425,2735
astro,2016-08-01,507,1,1,651,2087,2157
astro,2016-08-01,538,0,1,535,1800,1870
astro,2016-08-01,613,1,1,596,Call,Call
astro,2016-08-01,624,1,1,697,2355,2425
astro,2016-08-01,627,1,1,596,1882,2192
