Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-30,208,2,2,1056,2736,3546
astro,2016-11-30,217,1,1,649,1815,2860
astro,2016-11-30,235,2,2,1056,2736,3546
astro,2016-11-30,238,0,1,535,1645,2090
astro,2016-11-30,241,2,2,962,2540,3350
astro,2016-11-30,306,0,1,535,1660,2330
astro,2016-11-30,325,1,1,649,1745,2790
astro,2016-11-30,327,1,1,596,1640,2685
astro,2016-11-30,335,2,2,1056,2741,3551
astro,2016-11-30,401,1,1,604,1609,2514
astro,2016-11-30,407,1,1,651,1737,2642
astro,2016-11-30,427,1,1,596,1770,2740
astro,2016-11-30,428,0,1,464,1510,2160
astro,2016-11-30,519,1,1,784,2215,3275
astro,2016-11-30,627,1,1,596,1780,2750
astro,2016-11-30,636,1,1,683,1730,2775
