Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-15,202,2,2,962,2610,2630
astro,2016-09-15,208,2,2,1056,2975,3110
astro,2016-09-15,210,1,1,697,2120,2510
astro,2016-09-15,213,1,1,596,1787,2177
astro,2016-09-15,222,1,1,656,Call,Call
astro,2016-09-15,224,1,1,697,2170,2560
astro,2016-09-15,225,1,1,649,1955,2290
astro,2016-09-15,229,1,1,718,2406,2481
astro,2016-09-15,302,2,2,962,2615,2635
astro,2016-09-15,304,1,1,627,1765,1840
astro,2016-09-15,415,1,1,596,1682,2112
astro,2016-09-15,426,0,1,464,1525,1770
astro,2016-09-15,432,1,1,697,2190,2525
astro,2016-09-15,435,2,2,1056,2841,2861
astro,2016-09-15,505,1,1,627,1825,1900
astro,2016-09-15,508,2,2,1056,2846,2866
astro,2016-09-15,538,0,1,535,1695,1800
astro,2016-09-15,641,2,2,962,2680,2700
