Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-16,208,2,2,1056,2826,3731
astro,2016-12-16,232,1,1,697,2190,3230
astro,2016-12-16,235,2,2,1056,2826,3731
astro,2016-12-16,241,2,2,962,2630,3535
astro,2016-12-16,327,1,1,596,1720,2900
astro,2016-12-16,334,1,1,761,1770,2950
astro,2016-12-16,418,1,1,761,2115,3185
astro,2016-12-16,427,1,1,596,1890,3145
astro,2016-12-16,428,0,1,464,1685,2320
astro,2016-12-16,519,1,1,784,2335,3405
astro,2016-12-16,604,1,1,627,1850,2920
astro,2016-12-16,627,1,1,596,1900,2965
