Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-25,208,2,2,1056,2920,3260
astro,2016-10-25,210,1,1,697,2030,2330
astro,2016-10-25,224,1,1,697,2080,2380
astro,2016-10-25,238,0,1,535,1775,2170
astro,2016-10-25,302,2,2,962,2545,2800
astro,2016-10-25,327,1,1,596,1582,2027
astro,2016-10-25,335,2,2,1056,2781,3121
astro,2016-10-25,430,0,1,464,1605,1755
astro,2016-10-25,432,1,1,697,2140,2440
astro,2016-10-25,519,1,1,784,2335,2780
astro,2016-10-25,525,1,1,649,1965,2440
astro,2016-10-25,608,2,2,1056,2801,3151
astro,2016-10-25,633,1,1,679,2071,2546
