Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-24,208,2,2,1056,2736,3546
astro,2016-11-24,217,1,1,649,1830,2855
astro,2016-11-24,224,1,1,697,1955,2875
astro,2016-11-24,235,2,2,1056,2736,3546
astro,2016-11-24,238,0,1,535,1720,2365
astro,2016-11-24,241,2,2,962,2540,3350
astro,2016-11-24,306,0,1,535,1760,1985
astro,2016-11-24,307,1,1,651,1687,2697
astro,2016-11-24,325,1,1,649,1775,2785
astro,2016-11-24,327,1,1,596,1655,2680
astro,2016-11-24,335,2,2,1056,2741,3551
astro,2016-11-24,401,1,1,604,1624,2564
astro,2016-11-24,407,1,1,651,1752,2692
astro,2016-11-24,427,1,1,596,1775,2730
astro,2016-11-24,428,0,1,464,1560,2210
astro,2016-11-24,432,1,1,697,2015,2935
astro,2016-11-24,518,1,1,761,1890,2830
astro,2016-11-24,519,1,1,784,2220,3305
astro,2016-11-24,627,1,1,596,1785,2745
astro,2016-11-24,636,1,1,683,1745,2770
