Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2017-01-07,208,2,2,1056,2836,3816
astro,2017-01-07,232,1,1,697,2180,3015
astro,2017-01-07,235,2,2,1056,2836,3816
astro,2017-01-07,237,1,1,692,1645,2055
astro,2017-01-07,338,0,1,535,1765,2825
astro,2017-01-07,419,1,1,784,2420,2830
astro,2017-01-07,427,1,1,596,1830,2745
astro,2017-01-07,428,0,1,464,1555,2350
astro,2017-01-07,433,1,1,679,2066,2901
astro,2017-01-07,519,1,1,784,2275,3190
astro,2017-01-07,604,1,1,627,1790,2705
astro,2017-01-07,627,1,1,596,1840,2755
