Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-27,208,2,2,1056,2990,3465
astro,2016-10-27,210,1,1,697,1965,2100
astro,2016-10-27,224,1,1,697,2015,2150
astro,2016-10-27,238,0,1,535,1790,2195
astro,2016-10-27,302,2,2,962,2615,3090
astro,2016-10-27,327,1,1,596,1637,2157
astro,2016-10-27,335,2,2,1056,2851,3326
astro,2016-10-27,430,0,1,464,1620,1775
astro,2016-10-27,432,1,1,697,2075,2210
astro,2016-10-27,519,1,1,784,2360,2870
astro,2016-10-27,525,1,1,649,1950,2485
astro,2016-10-27,608,2,2,1056,2911,3396
astro,2016-10-27,633,1,1,679,2056,2591
