Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-04,208,2,2,1056,2736,3706
astro,2016-12-04,217,1,1,649,1830,2975
astro,2016-12-04,235,2,2,1056,2736,3706
astro,2016-12-04,238,0,1,535,1665,2130
astro,2016-12-04,241,2,2,962,2540,3510
astro,2016-12-04,325,1,1,649,1760,2905
astro,2016-12-04,327,1,1,596,1655,2800
astro,2016-12-04,335,2,2,1056,2741,3711
astro,2016-12-04,401,1,1,604,1624,2564
astro,2016-12-04,407,1,1,651,1752,2692
astro,2016-12-04,418,1,1,761,2040,3085
astro,2016-12-04,427,1,1,596,1815,2880
astro,2016-12-04,428,0,1,464,1545,2160
astro,2016-12-04,519,1,1,784,2260,3305
astro,2016-12-04,627,1,1,596,1825,2865
astro,2016-12-04,636,1,1,683,1745,2890
