Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-26,208,2,2,1056,2736,3546
astro,2016-11-26,217,1,1,649,1830,2960
astro,2016-11-26,224,1,1,697,1955,2875
astro,2016-11-26,235,2,2,1056,2736,3546
astro,2016-11-26,238,0,1,535,1700,2130
astro,2016-11-26,241,2,2,962,2540,3350
astro,2016-11-26,306,0,1,535,1720,2375
astro,2016-11-26,307,1,1,651,1672,2802
astro,2016-11-26,325,1,1,649,1760,2890
astro,2016-11-26,327,1,1,596,1655,2785
astro,2016-11-26,335,2,2,1056,2741,3551
astro,2016-11-26,401,1,1,604,1624,2564
astro,2016-11-26,407,1,1,651,1752,2692
astro,2016-11-26,427,1,1,596,1785,2840
astro,2016-11-26,428,0,1,464,1550,2210
astro,2016-11-26,432,1,1,697,2015,2935
astro,2016-11-26,518,1,1,761,1890,3020
astro,2016-11-26,519,1,1,784,2230,3305
astro,2016-11-26,627,1,1,596,1795,2850
astro,2016-11-26,636,1,1,683,1745,2875
