Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-03,208,2,2,1056,2736,3706
astro,2016-12-03,217,1,1,649,1830,2975
astro,2016-12-03,235,2,2,1056,2736,3706
astro,2016-12-03,238,0,1,535,1665,2130
astro,2016-12-03,241,2,2,962,2540,3510
astro,2016-12-03,325,1,1,649,1760,2905
astro,2016-12-03,327,1,1,596,1655,2800
astro,2016-12-03,335,2,2,1056,2741,3711
astro,2016-12-03,401,1,1,604,1624,2564
astro,2016-12-03,407,1,1,651,1752,2692
astro,2016-12-03,418,1,1,761,2040,3085
astro,2016-12-03,427,1,1,596,1815,2900
astro,2016-12-03,428,0,1,464,1545,2160
astro,2016-12-03,519,1,1,784,2260,3305
astro,2016-12-03,627,1,1,596,1825,2865
astro,2016-12-03,636,1,1,683,1745,2890
