Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-02,208,2,2,1056,2736,3706
astro,2016-12-02,217,1,1,649,1830,2975
astro,2016-12-02,235,2,2,1056,2736,3706
astro,2016-12-02,238,0,1,535,1665,2130
astro,2016-12-02,241,2,2,962,2540,3510
astro,2016-12-02,325,1,1,649,1785,2905
astro,2016-12-02,327,1,1,596,1655,2800
astro,2016-12-02,335,2,2,1056,2741,3711
astro,2016-12-02,401,1,1,604,1624,2564
astro,2016-12-02,407,1,1,651,1752,2692
astro,2016-12-02,418,1,1,761,Call,Call
astro,2016-12-02,427,1,1,596,1810,2915
astro,2016-12-02,428,0,1,464,1545,2160
astro,2016-12-02,519,1,1,784,2255,3305
astro,2016-12-02,627,1,1,596,1820,2865
astro,2016-12-02,636,1,1,683,1745,2890
