Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-10-22,208,2,2,1056,2925,3270
astro,2016-10-22,210,1,1,697,2035,2080
astro,2016-10-22,224,1,1,697,2085,2130
astro,2016-10-22,238,0,1,535,1785,2175
astro,2016-10-22,241,2,2,962,2585,2930
astro,2016-10-22,302,2,2,962,2555,2810
astro,2016-10-22,327,1,1,596,1612,1882
astro,2016-10-22,335,2,2,1056,2786,3131
astro,2016-10-22,430,0,1,464,1610,1755
astro,2016-10-22,432,1,1,697,2145,2190
astro,2016-10-22,519,1,1,784,Call,Call
astro,2016-10-22,525,1,1,649,1935,2220
astro,2016-10-22,608,2,2,1056,2806,3151
astro,2016-10-22,633,1,1,679,2041,2326
