Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-01,208,2,2,1056,2736,3691
astro,2016-12-01,217,1,1,649,1830,2975
astro,2016-12-01,235,2,2,1056,2736,3741
astro,2016-12-01,238,0,1,535,1650,2090
astro,2016-12-01,241,2,2,962,2540,3495
astro,2016-12-01,325,1,1,649,1790,2905
astro,2016-12-01,327,1,1,596,1655,2800
astro,2016-12-01,335,2,2,1056,2741,3696
astro,2016-12-01,401,1,1,604,1624,2544
astro,2016-12-01,407,1,1,651,1752,2672
astro,2016-12-01,427,1,1,596,1815,2925
astro,2016-12-01,428,0,1,464,1510,2160
astro,2016-12-01,519,1,1,784,2260,3305
astro,2016-12-01,627,1,1,596,1825,2865
astro,2016-12-01,636,1,1,683,1745,2890
