Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2017-09-06,210,1,1,697,2188,2188
astro,2017-09-06,225,1,1,649,2120,2120
astro,2017-09-06,302,2,2,962,3095,3095
astro,2017-09-06,313,1,1,596,1853,1853
astro,2017-09-06,317,1,1,649,2150,2150
astro,2017-09-06,406,0,1,535,1743,1743
astro,2017-09-06,415,1,1,596,1858,1858
astro,2017-09-06,433,1,1,679,2101,2101
astro,2017-09-06,435,2,2,1056,3291,3291
astro,2017-09-06,440,2,2,1000,2946,2946
astro,2017-09-06,513,1,1,596,1863,1863
astro,2017-09-06,539,1,1,627,1835,1835
astro,2017-09-06,608,2,2,1056,3301,3301
