Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-09,202,2,2,962,2895,3015
astro,2016-09-09,208,2,2,1056,3260,3420
astro,2016-09-09,210,1,1,697,2205,2570
astro,2016-09-09,213,1,1,596,1872,2237
astro,2016-09-09,225,1,1,649,2130,2400
astro,2016-09-09,229,1,1,718,2486,2581
astro,2016-09-09,302,2,2,962,2900,3020
astro,2016-09-09,304,1,1,627,1845,1940
astro,2016-09-09,329,1,1,718,2491,2586
astro,2016-09-09,415,1,1,596,1762,2172
astro,2016-09-09,432,1,1,697,2365,2635
astro,2016-09-09,435,2,2,1056,3126,3246
astro,2016-09-09,505,1,1,627,2000,2085
astro,2016-09-09,508,2,2,1056,3131,3251
astro,2016-09-09,538,0,1,535,1830,1965
astro,2016-09-09,640,2,2,971,2894,3014
astro,2016-09-09,641,2,2,962,2965,3085
