Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-27,208,2,2,1056,2916,3881
astro,2016-12-27,232,1,1,697,2205,3020
astro,2016-12-27,235,2,2,1056,2916,3881
astro,2016-12-27,237,1,1,692,1655,2055
astro,2016-12-27,241,2,2,962,2720,3685
astro,2016-12-27,327,1,1,596,1840,2690
astro,2016-12-27,338,0,1,535,1820,2790
astro,2016-12-27,418,1,1,761,2120,2975
astro,2016-12-27,427,1,1,596,1895,2750
astro,2016-12-27,428,0,1,464,1635,2320
astro,2016-12-27,519,1,1,784,2340,3195
astro,2016-12-27,604,1,1,627,1855,2710
astro,2016-12-27,627,1,1,596,1905,2755
