Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-08,202,2,2,962,2895,3020
astro,2016-09-08,208,2,2,1056,3260,3415
astro,2016-09-08,210,1,1,697,2205,2580
astro,2016-09-08,213,1,1,596,1872,2247
astro,2016-09-08,225,1,1,649,2140,2400
astro,2016-09-08,229,1,1,718,2486,2581
astro,2016-09-08,302,2,2,962,2900,3025
astro,2016-09-08,304,1,1,627,1845,1940
astro,2016-09-08,329,1,1,718,2491,2586
astro,2016-09-08,415,1,1,596,1762,2182
astro,2016-09-08,432,1,1,697,2375,2635
astro,2016-09-08,435,2,2,1056,3126,3251
astro,2016-09-08,505,1,1,627,2000,2110
astro,2016-09-08,508,2,2,1056,3131,3256
astro,2016-09-08,538,0,1,535,1870,1965
astro,2016-09-08,640,2,2,971,2894,3019
astro,2016-09-08,641,2,2,962,2965,3090
