Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-09-04,202,2,2,962,2895,3030
astro,2016-09-04,208,2,2,1056,3260,3415
astro,2016-09-04,210,1,1,697,2200,2455
astro,2016-09-04,213,1,1,596,1827,2122
astro,2016-09-04,225,1,1,649,2125,2400
astro,2016-09-04,229,1,1,718,2486,2551
astro,2016-09-04,302,2,2,962,2900,3035
astro,2016-09-04,304,1,1,627,1845,2210
astro,2016-09-04,329,1,1,718,2491,2556
astro,2016-09-04,331,1,1,596,1797,2072
astro,2016-09-04,415,1,1,596,1762,2057
astro,2016-09-04,432,1,1,697,2360,2635
astro,2016-09-04,435,2,2,1056,3126,3261
astro,2016-09-04,505,1,1,627,1995,2090
astro,2016-09-04,508,2,2,1056,3131,3266
astro,2016-09-04,538,0,1,535,1855,1880
astro,2016-09-04,640,2,2,971,2894,3029
astro,2016-09-04,641,2,2,962,2965,3100
