Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-26,208,2,2,1056,2906,3731
astro,2016-12-26,232,1,1,697,2200,3020
astro,2016-12-26,235,2,2,1056,2906,4076
astro,2016-12-26,237,1,1,692,1655,2055
astro,2016-12-26,241,2,2,962,2710,3535
astro,2016-12-26,327,1,1,596,1830,2690
astro,2016-12-26,338,0,1,535,1820,2790
astro,2016-12-26,418,1,1,761,2110,2975
astro,2016-12-26,427,1,1,596,1885,2750
astro,2016-12-26,428,0,1,464,1635,2320
astro,2016-12-26,519,1,1,784,2330,3195
astro,2016-12-26,604,1,1,627,1845,2710
astro,2016-12-26,627,1,1,596,1895,2760
