Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-08-24,202,2,2,962,2830,3000
astro,2016-08-24,208,2,2,1056,3195,3310
astro,2016-08-24,225,1,1,649,2125,2260
astro,2016-08-24,229,1,1,718,2486,2556
astro,2016-08-24,304,1,1,627,1845,2070
astro,2016-08-24,324,1,1,697,2215,2285
astro,2016-08-24,329,1,1,718,2491,2561
astro,2016-08-24,331,1,1,596,1797,1932
astro,2016-08-24,406,0,1,535,1825,1970
astro,2016-08-24,415,1,1,596,1762,1852
astro,2016-08-24,429,1,1,718,2546,2616
astro,2016-08-24,432,1,1,697,2360,2495
astro,2016-08-24,505,1,1,627,1995,2115
astro,2016-08-24,508,2,2,1056,3066,3236
astro,2016-08-24,538,0,1,535,1755,1900
astro,2016-08-24,540,2,2,1000,2872,2967
astro,2016-08-24,640,2,2,971,2829,2999
astro,2016-08-24,641,2,2,962,2900,3070
