Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-12-12,208,2,2,1056,2686,3631
astro,2016-12-12,235,2,2,1056,2776,3631
astro,2016-12-12,241,2,2,962,2490,3435
astro,2016-12-12,327,1,1,596,1710,2885
astro,2016-12-12,334,1,1,761,1880,2940
astro,2016-12-12,418,1,1,761,2110,3170
astro,2016-12-12,427,1,1,596,1885,3260
astro,2016-12-12,428,0,1,464,1660,2280
astro,2016-12-12,519,1,1,784,2330,3390
astro,2016-12-12,604,1,1,627,1845,2905
astro,2016-12-12,627,1,1,596,1775,2950
astro,2016-12-12,636,1,1,683,1800,2975
