Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-14,208,2,2,1056,2781,3306
astro,2016-11-14,217,1,1,649,1920,2210
astro,2016-11-14,224,1,1,697,1975,2260
astro,2016-11-14,235,2,2,1056,2781,3376
astro,2016-11-14,238,0,1,535,1715,1790
astro,2016-11-14,241,2,2,962,2585,3110
astro,2016-11-14,302,2,2,962,2565,3090
astro,2016-11-14,307,1,1,651,1782,2072
astro,2016-11-14,327,1,1,596,1745,2035
astro,2016-11-14,335,2,2,1056,2786,3311
astro,2016-11-14,401,1,1,604,1719,2014
astro,2016-11-14,407,1,1,651,1852,2142
astro,2016-11-14,427,1,1,596,1845,2140
astro,2016-11-14,430,0,1,464,1535,1610
astro,2016-11-14,432,1,1,697,2035,2320
astro,2016-11-14,519,1,1,784,2290,2600
astro,2016-11-14,524,1,1,697,2065,2360
astro,2016-11-14,534,1,1,761,2025,2335
astro,2016-11-14,636,1,1,683,1835,2125
