Property,Date,Unit,Bedroom,Bathroom,SQFT,Low Rent,High Rent
astro,2016-11-01,208,2,2,1056,2940,3290
astro,2016-11-01,210,1,1,697,1960,2100
astro,2016-11-01,224,1,1,697,2010,2150
astro,2016-11-01,238,0,1,535,1765,1975
astro,2016-11-01,241,2,2,962,2600,2855
astro,2016-11-01,302,2,2,962,2580,2835
astro,2016-11-01,327,1,1,596,1627,2137
astro,2016-11-01,335,2,2,1056,2801,3056
astro,2016-11-01,401,1,1,604,1829,2349
astro,2016-11-01,430,0,1,464,1585,1795
astro,2016-11-01,432,1,1,697,2070,2210
astro,2016-11-01,519,1,1,784,2365,2880
astro,2016-11-01,525,1,1,649,1915,2445
astro,2016-11-01,608,2,2,1056,2866,3231
astro,2016-11-01,633,1,1,679,2021,2551
